domain,url,section,slot,kind,pillars
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-january-2014-mercury-freedom-system.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-february-2014-probe-monitoring-maintenance.html,us,PGLN,section,P4
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-march-2014-preparing-ozone-season.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-april-2014-developing-calibrator-certification-plan.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-may-2014-summer-monitoring-challenges.html,us,PGLN,section,P4
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-june-2014-recommissioning-mercury-cems.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-july-2014-mercury-cems-compliance-process-monitoring.html,us,PGLN,section,P4
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-august-2014-no-no2-nox-monitoring.html,us,PGLN,section,P4
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-september-2014-cold-weather-monitoring.html,us,PGLN,section,P4
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-october-2014-co-monitoring-dilution-cems.html,us,PGLN,section,P4
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-november-2014-c-series-gas-analyzer-discontinuation-information.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-december-2014-mercury-calibrator-options.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-january-2015-mercury-freedom-system-checks.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-february-2015-cems-sample-lines-transport-bundles.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-march-2015-probes-probe-technologies.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-april-2015-preparing-gas-analyzer-systems.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-may-2015-optimizing-performance-model-42i-gas-analyzer.html,us,PGLN,section,P1
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-june-2015-mercury-freedom-system-process-control.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-july-2015-monitoring-solutions-pulp-paper-applications.html,us,PGLN,section,P4
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-august-2015-optimizing-performance-model-43i.html,us,PGLN,section,P1
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-2015-september-accessing-technical-documentation-resources-online.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-october-2015-mercury-calibrator-certification-service.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-november-2015-iport-software-tips-tricks.html,us,PGLN,section,P2
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-december-2015-operating-410i-carbon-dioxide-gas-analyzer.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-january-2016-operating-51i-total-carbon-analyzer.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-february-2016-operating-450i-hydrogen-sulfide-sulfur-dioxide-analyzer.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-march-2016-ozone-testing-49i-ozone-analyzer.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-april-2016-gas-testing-146i-multi-gas-calibrator.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-may-2016-digital-technical-resources.html,us,PGLN,section,P4
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-june-2016-meeting-mercury-standards-pmcems.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-july-2016-five-ways-to-get-in-touch-with-us.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-august-2016-tips-tricks-mercury-84i-permeation-source1.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-september-2016-most-popular-tips-and-tricks.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-october-2016-tips-tricks-modbus-standard-protocol.html,us,PGLN,section,P3
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-november-2016-tips-tricks-model-55i-methane-non-methane-hydrocarbon-analyzer.html,us,PGLN,section,P1
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-december-2016-tips-tricks-communicating-gas-analyzer.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-january-2017-five-minute-tip-48i-co-analyzer.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-march-2017-five-minute-tip-calibrator-certification.html,us,PGLN,section,
www.thermofisher.com,https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/fast5-issues/fast5-may-2017-calibrating-model-42i-no-no2-nox-analyzer-zero-air-nitrogen.html,us,PGLN,section,P1
