iri,label,domain,obo_id
http://purl.allotrope.org/ontologies/common#AFC_0000021,range,other,AFO_common#AFC:0000021
http://purl.allotrope.org/ontologies/common#AFC_0000036,codelist,other,AFO_common#AFC:0000036
http://purl.allotrope.org/ontologies/common#AFC_0000050,code,other,AFO_common#AFC:0000050
http://purl.allotrope.org/ontologies/common#AFC_0000090,condition,other,AFO_common#AFC:0000090
http://purl.allotrope.org/ontologies/common#AFC_0000091,and condition,other,AFO_common#AFC:0000091
http://purl.allotrope.org/ontologies/common#AFC_0000092,or condition,other,AFO_common#AFC:0000092
http://purl.allotrope.org/ontologies/common#AFC_0000093,one of condition,other,AFO_common#AFC:0000093
http://purl.allotrope.org/ontologies/common#AFC_0000160,list,other,AFO_common#AFC:0000160
http://purl.allotrope.org/ontologies/common#AFC_0000161,list item,other,AFO_common#AFC:0000161
http://purl.allotrope.org/ontologies/common#AFC_0000162,series,other,AFO_common#AFC:0000162
http://purl.allotrope.org/ontologies/common#AFC_0000163,series item,other,AFO_common#AFC:0000163
http://purl.allotrope.org/ontologies/common#AFC_0000166,collection,other,AFO_common#AFC:0000166
http://purl.allotrope.org/ontologies/common#AFC_0000167,item,other,AFO_common#AFC:0000167
http://purl.allotrope.org/ontologies/common#AFC_0000168,set,other,AFO_common#AFC:0000168
http://purl.allotrope.org/ontologies/equipment#AFE_0000004,ion source,equipment,AFO_equipment#AFE:0000004
http://purl.allotrope.org/ontologies/equipment#AFE_0000014,plumbing equipment,equipment,AFO_equipment#AFE:0000014
http://purl.allotrope.org/ontologies/equipment#AFE_0000022,sample passage,equipment,AFO_equipment#AFE:0000022
http://purl.allotrope.org/ontologies/equipment#AFE_0000023,calorimeter,equipment,AFO_equipment#AFE:0000023
http://purl.allotrope.org/ontologies/equipment#AFE_0000024,gas chromatograph,equipment,AFO_equipment#AFE:0000024
http://purl.allotrope.org/ontologies/equipment#AFE_0000029,well plate,equipment,AFO_equipment#AFE:0000029
http://purl.allotrope.org/ontologies/equipment#AFE_0000038,mass-to-charge analyzer,equipment,AFO_equipment#AFE:0000038
http://purl.allotrope.org/ontologies/equipment#AFE_0000040,barcode reader,equipment,AFO_equipment#AFE:0000040
http://purl.allotrope.org/ontologies/equipment#AFE_0000049,anode,equipment,AFO_equipment#AFE:0000049
http://purl.allotrope.org/ontologies/equipment#AFE_0000073,autosampler,equipment,AFO_equipment#AFE:0000073
http://purl.allotrope.org/ontologies/equipment#AFE_0000074,device system,equipment,AFO_equipment#AFE:0000074
http://purl.allotrope.org/ontologies/equipment#AFE_0000078,capillary column,equipment,AFO_equipment#AFE:0000078
http://purl.allotrope.org/ontologies/equipment#AFE_0000085,electrochemical coulometer,equipment,AFO_equipment#AFE:0000085
http://purl.allotrope.org/ontologies/equipment#AFE_0000088,fraction collector,equipment,AFO_equipment#AFE:0000088
http://purl.allotrope.org/ontologies/equipment#AFE_0000090,diode array detector,equipment,AFO_equipment#AFE:0000090
http://purl.allotrope.org/ontologies/equipment#AFE_0000097,electromagnetic radiation source,equipment,AFO_equipment#AFE:0000097
http://purl.allotrope.org/ontologies/equipment#AFE_0000105,flow cell,equipment,AFO_equipment#AFE:0000105
http://purl.allotrope.org/ontologies/equipment#AFE_0000107,Karl-Fischer coulometer,equipment,AFO_equipment#AFE:0000107
http://purl.allotrope.org/ontologies/equipment#AFE_0000112,porous-layer open-tubular column,equipment,AFO_equipment#AFE:0000112
http://purl.allotrope.org/ontologies/equipment#AFE_0000114,skimmer,equipment,AFO_equipment#AFE:0000114
http://purl.allotrope.org/ontologies/equipment#AFE_0000129,optical microscope,equipment,AFO_equipment#AFE:0000129
http://purl.allotrope.org/ontologies/equipment#AFE_0000135,analytical column,equipment,AFO_equipment#AFE:0000135
http://purl.allotrope.org/ontologies/equipment#AFE_0000139,overhead stirrer,equipment,AFO_equipment#AFE:0000139
http://purl.allotrope.org/ontologies/equipment#AFE_0000145,channel (communication),equipment,AFO_equipment#AFE:0000145
http://purl.allotrope.org/ontologies/equipment#AFE_0000153,reactor,equipment,AFO_equipment#AFE:0000153
http://purl.allotrope.org/ontologies/equipment#AFE_0000158,open chromatographic bed,equipment,AFO_equipment#AFE:0000158
http://purl.allotrope.org/ontologies/equipment#AFE_0000161,gas chromatograph inlet,equipment,AFO_equipment#AFE:0000161
http://purl.allotrope.org/ontologies/equipment#AFE_0000171,ultra high-performance liquid chromatograph,equipment,AFO_equipment#AFE:0000171
http://purl.allotrope.org/ontologies/equipment#AFE_0000185,spectrophotometer,equipment,AFO_equipment#AFE:0000185
http://purl.allotrope.org/ontologies/equipment#AFE_0000199,stir bar,equipment,AFO_equipment#AFE:0000199
http://purl.allotrope.org/ontologies/equipment#AFE_0000201,analytical balance,equipment,AFO_equipment#AFE:0000201
http://purl.allotrope.org/ontologies/equipment#AFE_0000209,flame ionization detector,equipment,AFO_equipment#AFE:0000209
http://purl.allotrope.org/ontologies/equipment#AFE_0000217,chromatography column,equipment,AFO_equipment#AFE:0000217
http://purl.allotrope.org/ontologies/equipment#AFE_0000223,electron ionization source,equipment,AFO_equipment#AFE:0000223
http://purl.allotrope.org/ontologies/equipment#AFE_0000224,high-performance liquid chromatograph,equipment,AFO_equipment#AFE:0000224
http://purl.allotrope.org/ontologies/equipment#AFE_0000231,high-performance liquid chromatography column,equipment,AFO_equipment#AFE:0000231
http://purl.allotrope.org/ontologies/equipment#AFE_0000246,chromatographic detector,equipment,AFO_equipment#AFE:0000246
http://purl.allotrope.org/ontologies/equipment#AFE_0000252,weighing device,equipment,AFO_equipment#AFE:0000252
http://purl.allotrope.org/ontologies/equipment#AFE_0000266,injection device,equipment,AFO_equipment#AFE:0000266
http://purl.allotrope.org/ontologies/equipment#AFE_0000277,strong anion-exchange column,equipment,AFO_equipment#AFE:0000277
http://purl.allotrope.org/ontologies/equipment#AFE_0000299,homogenizer,equipment,AFO_equipment#AFE:0000299
http://purl.allotrope.org/ontologies/equipment#AFE_0000301,weak anion-exchange column,equipment,AFO_equipment#AFE:0000301
http://purl.allotrope.org/ontologies/equipment#AFE_0000307,support-coated open-tubular column,equipment,AFO_equipment#AFE:0000307
http://purl.allotrope.org/ontologies/equipment#AFE_0000316,thermal conductivity detector,equipment,AFO_equipment#AFE:0000316
http://purl.allotrope.org/ontologies/equipment#AFE_0000317,detector,equipment,AFO_equipment#AFE:0000317
http://purl.allotrope.org/ontologies/equipment#AFE_0000322,compartment,equipment,AFO_equipment#AFE:0000322
http://purl.allotrope.org/ontologies/equipment#AFE_0000327,pressure sensor,equipment,AFO_equipment#AFE:0000327
http://purl.allotrope.org/ontologies/equipment#AFE_0000329,vial,equipment,AFO_equipment#AFE:0000329
http://purl.allotrope.org/ontologies/equipment#AFE_0000340,capillary,equipment,AFO_equipment#AFE:0000340
http://purl.allotrope.org/ontologies/equipment#AFE_0000350,temperature controlled chamber,equipment,AFO_equipment#AFE:0000350
http://purl.allotrope.org/ontologies/equipment#AFE_0000354,device,equipment,AFO_equipment#AFE:0000354
http://purl.allotrope.org/ontologies/equipment#AFE_0000360,strong cation-exchange column,equipment,AFO_equipment#AFE:0000360
http://purl.allotrope.org/ontologies/equipment#AFE_0000363,refractive index detector,equipment,AFO_equipment#AFE:0000363
http://purl.allotrope.org/ontologies/equipment#AFE_0000368,electrolytic conductivity detector,equipment,AFO_equipment#AFE:0000368
http://purl.allotrope.org/ontologies/equipment#AFE_0000370,chemical ionization source,equipment,AFO_equipment#AFE:0000370
http://purl.allotrope.org/ontologies/equipment#AFE_0000374,magnetic stirrer,equipment,AFO_equipment#AFE:0000374
http://purl.allotrope.org/ontologies/equipment#AFE_0000378,reservoir,equipment,AFO_equipment#AFE:0000378
http://purl.allotrope.org/ontologies/equipment#AFE_0000392,chromatograph,equipment,AFO_equipment#AFE:0000392
http://purl.allotrope.org/ontologies/equipment#AFE_0000407,container,equipment,AFO_equipment#AFE:0000407
http://purl.allotrope.org/ontologies/equipment#AFE_0000410,thermometer,equipment,AFO_equipment#AFE:0000410
http://purl.allotrope.org/ontologies/equipment#AFE_0000421,ultraviolet-visible spectrometer,equipment,AFO_equipment#AFE:0000421
http://purl.allotrope.org/ontologies/equipment#AFE_0000422,electrode,equipment,AFO_equipment#AFE:0000422
http://purl.allotrope.org/ontologies/equipment#AFE_0000430,guard column,equipment,AFO_equipment#AFE:0000430
http://purl.allotrope.org/ontologies/equipment#AFE_0000431,gel filtration chromatograph,equipment,AFO_equipment#AFE:0000431
http://purl.allotrope.org/ontologies/equipment#AFE_0000462,sample inlet,equipment,AFO_equipment#AFE:0000462
http://purl.allotrope.org/ontologies/equipment#AFE_0000466,optical spectrometer,equipment,AFO_equipment#AFE:0000466
http://purl.allotrope.org/ontologies/equipment#AFE_0000471,damper,equipment,AFO_equipment#AFE:0000471
http://purl.allotrope.org/ontologies/equipment#AFE_0000499,pump,equipment,AFO_equipment#AFE:0000499
http://purl.allotrope.org/ontologies/equipment#AFE_0000523,cation-exchange column,equipment,AFO_equipment#AFE:0000523
http://purl.allotrope.org/ontologies/equipment#AFE_0000524,cell counter,equipment,AFO_equipment#AFE:0000524
http://purl.allotrope.org/ontologies/equipment#AFE_0000527,quadrupole mass spectrometer,equipment,AFO_equipment#AFE:0000527
http://purl.allotrope.org/ontologies/equipment#AFE_0000528,temperature controller,equipment,AFO_equipment#AFE:0000528
http://purl.allotrope.org/ontologies/equipment#AFE_0000532,cathode,equipment,AFO_equipment#AFE:0000532
http://purl.allotrope.org/ontologies/equipment#AFE_0000534,electron capture detector,equipment,AFO_equipment#AFE:0000534
http://purl.allotrope.org/ontologies/equipment#AFE_0000540,vial rack,equipment,AFO_equipment#AFE:0000540
http://purl.allotrope.org/ontologies/equipment#AFE_0000541,Paul ion trap,equipment,AFO_equipment#AFE:0000541
http://purl.allotrope.org/ontologies/equipment#AFE_0000550,anion-exchange column,equipment,AFO_equipment#AFE:0000550
http://purl.allotrope.org/ontologies/equipment#AFE_0000551,Raman spectrometer,equipment,AFO_equipment#AFE:0000551
http://purl.allotrope.org/ontologies/equipment#AFE_0000554,ultraviolet spectrometer,equipment,AFO_equipment#AFE:0000554
http://purl.allotrope.org/ontologies/equipment#AFE_0000555,data acquisition device,equipment,AFO_equipment#AFE:0000555
http://purl.allotrope.org/ontologies/equipment#AFE_0000558,splitter,equipment,AFO_equipment#AFE:0000558
http://purl.allotrope.org/ontologies/equipment#AFE_0000567,fluorescence detector,equipment,AFO_equipment#AFE:0000567
http://purl.allotrope.org/ontologies/equipment#AFE_0000574,blood gas analyzer,equipment,AFO_equipment#AFE:0000574
http://purl.allotrope.org/ontologies/equipment#AFE_0000579,capillary electrophoresis column,equipment,AFO_equipment#AFE:0000579
http://purl.allotrope.org/ontologies/equipment#AFE_0000587,degasser,equipment,AFO_equipment#AFE:0000587
http://purl.allotrope.org/ontologies/equipment#AFE_0000625,ion trap,equipment,AFO_equipment#AFE:0000625
http://purl.allotrope.org/ontologies/equipment#AFE_0000642,ion detector,equipment,AFO_equipment#AFE:0000642
http://purl.allotrope.org/ontologies/equipment#AFE_0000646,measurement chamber,equipment,AFO_equipment#AFE:0000646
http://purl.allotrope.org/ontologies/equipment#AFE_0000648,mass spectrometer,equipment,AFO_equipment#AFE:0000648
http://purl.allotrope.org/ontologies/equipment#AFE_0000669,electrospray inlet,equipment,AFO_equipment#AFE:0000669
http://purl.allotrope.org/ontologies/equipment#AFE_0000673,supercritical-fluid chromatograph,equipment,AFO_equipment#AFE:0000673
http://purl.allotrope.org/ontologies/equipment#AFE_0000691,open-tubular column,equipment,AFO_equipment#AFE:0000691
http://purl.allotrope.org/ontologies/equipment#AFE_0000692,packed column,equipment,AFO_equipment#AFE:0000692
http://purl.allotrope.org/ontologies/equipment#AFE_0000693,balance,equipment,AFO_equipment#AFE:0000693
http://purl.allotrope.org/ontologies/equipment#AFE_0000711,ultraviolet detector,equipment,AFO_equipment#AFE:0000711
http://purl.allotrope.org/ontologies/equipment#AFE_0000718,tube,equipment,AFO_equipment#AFE:0000718
http://purl.allotrope.org/ontologies/equipment#AFE_0000733,differential scanning calorimeter,equipment,AFO_equipment#AFE:0000733
http://purl.allotrope.org/ontologies/equipment#AFE_0000734,electronic absorbance detector,equipment,AFO_equipment#AFE:0000734
http://purl.allotrope.org/ontologies/equipment#AFE_0000742,array column,equipment,AFO_equipment#AFE:0000742
http://purl.allotrope.org/ontologies/equipment#AFE_0000746,syringe,equipment,AFO_equipment#AFE:0000746
http://purl.allotrope.org/ontologies/equipment#AFE_0000753,ion optics,equipment,AFO_equipment#AFE:0000753
http://purl.allotrope.org/ontologies/equipment#AFE_0000755,splitless inlet,equipment,AFO_equipment#AFE:0000755
http://purl.allotrope.org/ontologies/equipment#AFE_0000761,display,equipment,AFO_equipment#AFE:0000761
http://purl.allotrope.org/ontologies/equipment#AFE_0000771,ion source inlet,equipment,AFO_equipment#AFE:0000771
http://purl.allotrope.org/ontologies/equipment#AFE_0000775,weak cation-exchange column,equipment,AFO_equipment#AFE:0000775
http://purl.allotrope.org/ontologies/equipment#AFE_0000776,single quadrupole mass spectrometer,equipment,AFO_equipment#AFE:0000776
http://purl.allotrope.org/ontologies/equipment#AFE_0000779,wall-coated open-tubular column,equipment,AFO_equipment#AFE:0000779
http://purl.allotrope.org/ontologies/equipment#AFE_0000785,cooling device,equipment,AFO_equipment#AFE:0000785
http://purl.allotrope.org/ontologies/equipment#AFE_0000795,valve,equipment,AFO_equipment#AFE:0000795
http://purl.allotrope.org/ontologies/equipment#AFE_0000800,ultraviolet-visible-near infrared spectrometer,equipment,AFO_equipment#AFE:0000800
http://purl.allotrope.org/ontologies/equipment#AFE_0000803,ion-exchange column,equipment,AFO_equipment#AFE:0000803
http://purl.allotrope.org/ontologies/equipment#AFE_0000808,liquid chromatograph,equipment,AFO_equipment#AFE:0000808
http://purl.allotrope.org/ontologies/equipment#AFE_0000811,split inlet,equipment,AFO_equipment#AFE:0000811
http://purl.allotrope.org/ontologies/equipment#AFE_0000812,stirrer,equipment,AFO_equipment#AFE:0000812
http://purl.allotrope.org/ontologies/equipment#AFE_0000816,oven,equipment,AFO_equipment#AFE:0000816
http://purl.allotrope.org/ontologies/equipment#AFE_0000825,microscope,equipment,AFO_equipment#AFE:0000825
http://purl.allotrope.org/ontologies/equipment#AFE_0000828,solvent channel,equipment,AFO_equipment#AFE:0000828
http://purl.allotrope.org/ontologies/equipment#AFE_0000847,port,equipment,AFO_equipment#AFE:0000847
http://purl.allotrope.org/ontologies/equipment#AFE_0000855,coulometer,equipment,AFO_equipment#AFE:0000855
http://purl.allotrope.org/ontologies/equipment#AFE_0000857,spectrometer,equipment,AFO_equipment#AFE:0000857
http://purl.allotrope.org/ontologies/equipment#AFE_0000876,titrator,equipment,AFO_equipment#AFE:0000876
http://purl.allotrope.org/ontologies/equipment#AFE_0000986,slit,equipment,AFO_equipment#AFE:0000986
http://purl.allotrope.org/ontologies/equipment#AFE_0001028,device region,equipment,AFO_equipment#AFE:0001028
http://purl.allotrope.org/ontologies/equipment#AFE_0001045,quadrupole,equipment,AFO_equipment#AFE:0001045
http://purl.allotrope.org/ontologies/equipment#AFE_0001121,bath,equipment,AFO_equipment#AFE:0001121
http://purl.allotrope.org/ontologies/equipment#AFE_0001128,heating device,equipment,AFO_equipment#AFE:0001128
http://purl.allotrope.org/ontologies/equipment#AFE_0001265,agitator,equipment,AFO_equipment#AFE:0001265
http://purl.allotrope.org/ontologies/equipment#AFE_0001266,mixer,equipment,AFO_equipment#AFE:0001266
http://purl.allotrope.org/ontologies/equipment#AFE_0001410,jar,equipment,AFO_equipment#AFE:0001410
http://purl.allotrope.org/ontologies/equipment#AFE_0001515,photometer,equipment,AFO_equipment#AFE:0001515
http://purl.allotrope.org/ontologies/equipment#AFE_0001519,controlled lab reactor,equipment,AFO_equipment#AFE:0001519
http://purl.allotrope.org/ontologies/equipment#AFE_0001622,differential scanning calorimetry pan,equipment,AFO_equipment#AFE:0001622
http://purl.allotrope.org/ontologies/equipment#AFE_0001623,pan,equipment,AFO_equipment#AFE:0001623
http://purl.allotrope.org/ontologies/equipment#AFE_0001671,mass flow controller,equipment,AFO_equipment#AFE:0001671
http://purl.allotrope.org/ontologies/equipment#AFE_0001695,computer,equipment,AFO_equipment#AFE:0001695
http://purl.allotrope.org/ontologies/equipment#AFE_0001703,pressure regulator,equipment,AFO_equipment#AFE:0001703
http://purl.allotrope.org/ontologies/equipment#AFE_0001711,sampler,equipment,AFO_equipment#AFE:0001711
http://purl.allotrope.org/ontologies/equipment#AFE_0001718,tablet press,equipment,AFO_equipment#AFE:0001718
http://purl.allotrope.org/ontologies/equipment#AFE_0001724,tablet weight monitoring device,equipment,AFO_equipment#AFE:0001724
http://purl.allotrope.org/ontologies/equipment#AFE_0001745,optical device,equipment,AFO_equipment#AFE:0001745
http://purl.allotrope.org/ontologies/equipment#AFE_0001747,cell holder,equipment,AFO_equipment#AFE:0001747
http://purl.allotrope.org/ontologies/equipment#AFE_0001754,excimer lamp,equipment,AFO_equipment#AFE:0001754
http://purl.allotrope.org/ontologies/equipment#AFE_0001755,UV lamp,equipment,AFO_equipment#AFE:0001755
http://purl.allotrope.org/ontologies/equipment#AFE_0001761,tubing connector,equipment,AFO_equipment#AFE:0001761
http://purl.allotrope.org/ontologies/equipment#AFE_0001763,spin column,equipment,AFO_equipment#AFE:0001763
http://purl.allotrope.org/ontologies/equipment#AFE_0001771,visible lamp,equipment,AFO_equipment#AFE:0001771
http://purl.allotrope.org/ontologies/equipment#AFE_0001772,deuterium lamp,equipment,AFO_equipment#AFE:0001772
http://purl.allotrope.org/ontologies/equipment#AFE_0001774,fibrette,equipment,AFO_equipment#AFE:0001774
http://purl.allotrope.org/ontologies/equipment#AFE_0001775,fibrette coupler,equipment,AFO_equipment#AFE:0001775
http://purl.allotrope.org/ontologies/equipment#AFE_0001797,bypass injector,equipment,AFO_equipment#AFE:0001797
http://purl.allotrope.org/ontologies/equipment#AFE_0001798,direct injector,equipment,AFO_equipment#AFE:0001798
http://purl.allotrope.org/ontologies/equipment#AFE_0001799,on-column injector,equipment,AFO_equipment#AFE:0001799
http://purl.allotrope.org/ontologies/equipment#AFE_0001860,diode,equipment,AFO_equipment#AFE:0001860
http://purl.allotrope.org/ontologies/equipment#AFE_0001875,lamp,equipment,AFO_equipment#AFE:0001875
http://purl.allotrope.org/ontologies/equipment#AFE_0002099,artifact,equipment,AFO_equipment#AFE:0002099
http://purl.allotrope.org/ontologies/equipment#AFE_0002102,needle,equipment,AFO_equipment#AFE:0002102
http://purl.allotrope.org/ontologies/equipment#AFE_0002141,measuring system,equipment,AFO_equipment#AFE:0002141
http://purl.allotrope.org/ontologies/equipment#AFE_0002144,LC-UV system,equipment,AFO_equipment#AFE:0002144
http://purl.allotrope.org/ontologies/equipment#AFE_0002145,measurement device,equipment,AFO_equipment#AFE:0002145
http://purl.allotrope.org/ontologies/equipment#AFE_0002148,controller,equipment,AFO_equipment#AFE:0002148
http://purl.allotrope.org/ontologies/equipment#AFE_0002151,coupling device,equipment,AFO_equipment#AFE:0002151
http://purl.allotrope.org/ontologies/equipment#AFE_0002153,plumbing system,equipment,AFO_equipment#AFE:0002153
http://purl.allotrope.org/ontologies/equipment#AFE_0002156,input device,equipment,AFO_equipment#AFE:0002156
http://purl.allotrope.org/ontologies/equipment#AFE_0002157,separation device,equipment,AFO_equipment#AFE:0002157
http://purl.allotrope.org/ontologies/equipment#AFE_0002158,artificial system,equipment,AFO_equipment#AFE:0002158
http://purl.allotrope.org/ontologies/equipment#AFE_0002165,separation column,equipment,AFO_equipment#AFE:0002165
http://purl.allotrope.org/ontologies/equipment#AFE_0002168,transferring device,equipment,AFO_equipment#AFE:0002168
http://purl.allotrope.org/ontologies/equipment#AFE_0002172,collecting device,equipment,AFO_equipment#AFE:0002172
http://purl.allotrope.org/ontologies/equipment#AFE_0002177,pump system,equipment,AFO_equipment#AFE:0002177
http://purl.allotrope.org/ontologies/equipment#AFE_0002184,sensor,equipment,AFO_equipment#AFE:0002184
http://purl.allotrope.org/ontologies/equipment#AFE_0002185,measurement component,equipment,AFO_equipment#AFE:0002185
http://purl.allotrope.org/ontologies/equipment#AFE_0002186,injection device component,equipment,AFO_equipment#AFE:0002186
http://purl.allotrope.org/ontologies/equipment#AFE_0002188,gas chromatography detector,equipment,AFO_equipment#AFE:0002188
http://purl.allotrope.org/ontologies/equipment#AFE_0002189,guiding device,equipment,AFO_equipment#AFE:0002189
http://purl.allotrope.org/ontologies/equipment#AFE_0002190,in port,equipment,AFO_equipment#AFE:0002190
http://purl.allotrope.org/ontologies/equipment#AFE_0002191,out port,equipment,AFO_equipment#AFE:0002191
http://purl.allotrope.org/ontologies/equipment#AFE_0002192,in/out port,equipment,AFO_equipment#AFE:0002192
http://purl.allotrope.org/ontologies/equipment#AFE_0002193,distribution device,equipment,AFO_equipment#AFE:0002193
http://purl.allotrope.org/ontologies/equipment#AFE_0002194,split/splitless inlet,equipment,AFO_equipment#AFE:0002194
http://purl.allotrope.org/ontologies/equipment#AFE_0002195,GC system,equipment,AFO_equipment#AFE:0002195
http://purl.allotrope.org/ontologies/equipment#AFE_0002197,LC system,equipment,AFO_equipment#AFE:0002197
http://purl.allotrope.org/ontologies/equipment#AFE_0002198,column compartment,equipment,AFO_equipment#AFE:0002198
http://purl.allotrope.org/ontologies/equipment#AFE_0002200,liquid chromatography detector,equipment,AFO_equipment#AFE:0002200
http://purl.allotrope.org/ontologies/equipment#AFE_0002201,packed injector,equipment,AFO_equipment#AFE:0002201
http://purl.allotrope.org/ontologies/equipment#AFE_0002202,monolithic column,equipment,AFO_equipment#AFE:0002202
http://purl.allotrope.org/ontologies/equipment#AFE_0002204,clock,equipment,AFO_equipment#AFE:0002204
http://purl.allotrope.org/ontologies/equipment#AFE_0002205,mass spectrometry system,equipment,AFO_equipment#AFE:0002205
http://purl.allotrope.org/ontologies/equipment#AFE_0002206,bench,equipment,AFO_equipment#AFE:0002206
http://purl.allotrope.org/ontologies/equipment#AFE_0002209,placement device,equipment,AFO_equipment#AFE:0002209
http://purl.allotrope.org/ontologies/equipment#AFE_0002210,table,equipment,AFO_equipment#AFE:0002210
http://purl.allotrope.org/ontologies/equipment#AFE_0002211,multimeter,equipment,AFO_equipment#AFE:0002211
http://purl.allotrope.org/ontologies/equipment#AFE_0002212,frequency synthesizer,equipment,AFO_equipment#AFE:0002212
http://purl.allotrope.org/ontologies/equipment#AFE_0002215,mass spectrometer ionization source,equipment,AFO_equipment#AFE:0002215
http://purl.allotrope.org/ontologies/equipment#AFE_0002217,filament (ms),equipment,AFO_equipment#AFE:0002217
http://purl.allotrope.org/ontologies/equipment#AFE_0002220,Karl-Fischer titrator,equipment,AFO_equipment#AFE:0002220
http://purl.allotrope.org/ontologies/equipment#AFE_0002221,backpressure regulator,equipment,AFO_equipment#AFE:0002221
http://purl.allotrope.org/ontologies/equipment#AFE_0002222,nozzle,equipment,AFO_equipment#AFE:0002222
http://purl.allotrope.org/ontologies/equipment#AFE_0002223,SFC system,equipment,AFO_equipment#AFE:0002223
http://purl.allotrope.org/ontologies/equipment#AFE_0002224,reactor jacket,equipment,AFO_equipment#AFE:0002224
http://purl.allotrope.org/ontologies/equipment#AFE_0002225,covering device,equipment,AFO_equipment#AFE:0002225
http://purl.allotrope.org/ontologies/equipment#AFE_0002226,jacket,equipment,AFO_equipment#AFE:0002226
http://purl.allotrope.org/ontologies/equipment#AFE_0002227,connecting device,equipment,AFO_equipment#AFE:0002227
http://purl.allotrope.org/ontologies/equipment#AFE_0002228,shaping device,equipment,AFO_equipment#AFE:0002228
http://purl.allotrope.org/ontologies/equipment#AFE_0002229,conversion device,equipment,AFO_equipment#AFE:0002229
http://purl.allotrope.org/ontologies/equipment#AFE_0002231,tray,equipment,AFO_equipment#AFE:0002231
http://purl.allotrope.org/ontologies/equipment#AFE_0002232,data system,equipment,AFO_equipment#AFE:0002232
http://purl.allotrope.org/ontologies/equipment#AFE_0002233,chromatography data system,equipment,AFO_equipment#AFE:0002233
http://purl.allotrope.org/ontologies/equipment#AFE_0002234,laboratory information management system,equipment,AFO_equipment#AFE:0002234
http://purl.allotrope.org/ontologies/equipment#AFE_0002235,communication device,equipment,AFO_equipment#AFE:0002235
http://purl.allotrope.org/ontologies/equipment#AFE_0002236,beamsplitter,equipment,AFO_equipment#AFE:0002236
http://purl.allotrope.org/ontologies/equipment#AFE_0002240,array card block,equipment,AFO_equipment#AFE:0002240
http://purl.allotrope.org/ontologies/equipment#AFE_0002241,well (plate),equipment,AFO_equipment#AFE:0002241
http://purl.allotrope.org/ontologies/equipment#AFE_0002242,observation device,equipment,AFO_equipment#AFE:0002242
http://purl.allotrope.org/ontologies/equipment#AFE_0002243,PCR reaction block,equipment,AFO_equipment#AFE:0002243
http://purl.allotrope.org/ontologies/equipment#AFE_0002248,probe,equipment,AFO_equipment#AFE:0002248
http://purl.allotrope.org/ontologies/equipment#AFE_0002250,radiation source,equipment,AFO_equipment#AFE:0002250
http://purl.allotrope.org/ontologies/equipment#AFE_0002251,fast protein liquid chromatograph,equipment,AFO_equipment#AFE:0002251
http://purl.allotrope.org/ontologies/equipment#AFE_0002252,aperture,equipment,AFO_equipment#AFE:0002252
http://purl.allotrope.org/ontologies/equipment#AFE_0002253,sample measurement interface,equipment,AFO_equipment#AFE:0002253
http://purl.allotrope.org/ontologies/equipment#AFE_0002254,inhibition device,equipment,AFO_equipment#AFE:0002254
http://purl.allotrope.org/ontologies/equipment#AFE_0002255,fast protein liquid chromatography system,equipment,AFO_equipment#AFE:0002255
http://purl.allotrope.org/ontologies/equipment#AFE_0002256,compression device,equipment,AFO_equipment#AFE:0002256
http://purl.allotrope.org/ontologies/equipment#AFE_0002257,disintegration apparatus,equipment,AFO_equipment#AFE:0002257
http://purl.allotrope.org/ontologies/equipment#AFE_0002258,disintegration apparatus disc,equipment,AFO_equipment#AFE:0002258
http://purl.allotrope.org/ontologies/equipment#AFE_0002259,basket,equipment,AFO_equipment#AFE:0002259
http://purl.allotrope.org/ontologies/equipment#AFE_0002260,disintegration apparatus basket,equipment,AFO_equipment#AFE:0002260
http://purl.allotrope.org/ontologies/equipment#AFE_0002261,lens,equipment,AFO_equipment#AFE:0002261
http://purl.allotrope.org/ontologies/equipment#AFE_0002262,condenser lens,equipment,AFO_equipment#AFE:0002262
http://purl.allotrope.org/ontologies/equipment#AFE_0002263,disconnecting device,equipment,AFO_equipment#AFE:0002263
http://purl.allotrope.org/ontologies/equipment#AFE_0002264,disintegration device,equipment,AFO_equipment#AFE:0002264
http://purl.allotrope.org/ontologies/equipment#AFE_0002267,plate heater,equipment,AFO_equipment#AFE:0002267
http://purl.allotrope.org/ontologies/equipment#AFE_0002268,force gauge,equipment,AFO_equipment#AFE:0002268
http://purl.allotrope.org/ontologies/equipment#AFE_0002269,heater bar,equipment,AFO_equipment#AFE:0002269
http://purl.allotrope.org/ontologies/equipment#AFE_0002270,heat seal,equipment,AFO_equipment#AFE:0002270
http://purl.allotrope.org/ontologies/equipment#AFE_0002271,gripping device,equipment,AFO_equipment#AFE:0002271
http://purl.allotrope.org/ontologies/equipment#AFE_0002272,dissolution vessel,equipment,AFO_equipment#AFE:0002272
http://purl.allotrope.org/ontologies/equipment#AFE_0002273,nitrogen-phosphorus detector,equipment,AFO_equipment#AFE:0002273
http://purl.allotrope.org/ontologies/equipment#AFE_0002274,nitrogen chemiluminescence detector,equipment,AFO_equipment#AFE:0002274
http://purl.allotrope.org/ontologies/equipment#AFE_0002275,sulfur chemiluminescence detector,equipment,AFO_equipment#AFE:0002275
http://purl.allotrope.org/ontologies/equipment#AFE_0002276,flame photometric detector,equipment,AFO_equipment#AFE:0002276
