source_page,edge_type,target_url,pillar,anchor
https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/talk-tech/talk-tech-march-2015-updating-firmware-using-eport.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/talk-tech/talk-tech-march-2015-updating-firmware-using-eport.html,has_driver,https://www.thermofisher.com/th/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/talk-tech/talk-tech-march-2015-updating-firmware-using-eport.html,P2,March 2015 - Updating firmware using ePort ›
https://www.thermofisher.com/us/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/talk-tech/talk-tech-march-2015-updating-firmware-using-eport.html,runs,https://www.thermofisher.com/th/en/home/industrial/environmental/environmental-learning-center/environmental-resource-library/talk-tech/talk-tech-june-2017-shipping-bracket-procedure-TEOM-1405-FDMS.html,P3,Preventative Maintenance Schedule for Particulate Samplers ›
https://www.thermofisher.com/us/en/home/industrial/chromatography/chromatography-data-systems-cds/chromeleon-cds-ce-drivers.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/industrial/chromatography/chromatography-data-systems-cds/chromeleon-cds-ce-drivers.html,has_driver,"https://knowledge1.thermofisher.com/Software_and_Downloads/Chromatography_and_Mass_Spectrometry_Software/Chromeleon/Chromeleon_7_Software,_Drivers_and_Release_Notes",P2,Knowledge
https://www.thermofisher.com/us/en/home/industrial/microbiology/microbial-identification/biochemical-identification/biochemical-identification-software-downloads.html,runs,https://www.thermofisher.com/content/lifetech/latin-america/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/industrial/microbiology/microbial-identification/biochemical-identification/biochemical-identification-software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/global/forms/industrial/biochemical-identification-software-downloads-form.html,P2,Request software
https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/proteomics-mass-spectrometry/quantitative-proteomics-mass-spectrometry/silac-quantitation.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/proteomics-mass-spectrometry/quantitative-proteomics-mass-spectrometry/silac-quantitation.html,has_driver,https://www.thermofisher.com/th/en/home/industrial/mass-spectrometry/proteomics-mass-spectrometry/quantitative-proteomics-mass-spectrometry/silac-quantitation.html,P2,SILAC Quantitation ›
https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/proteomics-mass-spectrometry/quantitative-proteomics-mass-spectrometry/silac-quantitation.html,has_driver,https://www.thermofisher.com/th/en/home/industrial/mass-spectrometry/proteomics-mass-spectrometry/quantitative-proteomics-mass-spectrometry/silac-quantitation/_jcr_content/MainParsys/image_1982/backgroundimg.img.jpg/1781289633403.jpg,P2,#cq-image-jsp-899df007-b41c-47c9-aa40-40444a95b659MainParsysimage_1982 img{ width:100%; max-width: 1005px; } $( document ).ready(function() { // apply fillIt pl
https://www.thermofisher.com/us/en/home/industrial/mass-spectrometry/proteomics-mass-spectrometry/quantitative-proteomics-mass-spectrometry/silac-quantitation.html,has_driver,http://planetorbitrap.com/silac,P2,Workflow Overview for SILAC Quantitation
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,runs,https://www.thermofisher.com/content/lifetech/latin-america/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,has_driver,https://www.thermofisher.com/th/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,P2,"Software, Firmware, and Drivers"
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,has_driver,https://downloads.thermofisher.com/ANZ_Software_Uploads/DtUsbPackage-102.zip,P2,USB Driver DtUSB Version 1.02
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,has_driver,https://downloads.thermofisher.com/ANZ_Software_Uploads/DT8xM2-R7.45-usbdisk.zip,P2,"DT8xM2 (2G) Modem Firmware Upgrade File (R7.45) - for USB Flash drive, for modem type FXT009"
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,has_driver,https://downloads.thermofisher.com/ANZ_Software_Uploads/DT8xM3-R7.45-usbdisk.zip,P2,"DT8xM3 (3G) Modem Firmware Upgrade File (R7.45) - for USB Flash drive, for modem type FXT003"
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,has_driver,https://downloads.thermofisher.com/ANZ_Software_Uploads/DT8xM3-R7.50-usbdisk.zip,P2,"DT8xM3 (3G) Modem Firmware Upgrade File (R7.50) - for USB Flash drive, for modem type FX100"
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,has_driver,https://downloads.thermofisher.com/ANZ_Software_Uploads/DT8xM3-R7.53-usbdisk.zip,P2,"DT8xM3 (3G) Modem Firmware Upgrade File (R7.53) - for USB Flash drive, for modem type FX100"
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,has_driver,https://downloads.thermofisher.com/ANZ_Software_Uploads/DT8xDRIVER%20v1.00.zip,P2,Download DT8x Driver
https://www.thermofisher.com/us/en/home/industrial/manufacturing-processing/data-acquisition/software-firmware-drivers.html,has_driver,https://downloads.thermofisher.com/ANZ_Software_Uploads/dtdriverV1_00.zip,P2,Download DT800/DT5xx Driver
https://www.thermofisher.com/us/en/home/life-science/cell-analysis/cellular-imaging/cell-imaging-systems/floid-cell-imaging-station/floid-software-firmware-updates.html,runs,https://www.thermofisher.com/content/lifetech/latin-america/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/life-science/cell-analysis/cellular-imaging/cell-imaging-systems/floid-cell-imaging-station/floid-software-firmware-updates.html,has_driver,https://www.thermofisher.com/th/en/home/life-science/cell-analysis/cellular-imaging/cell-imaging-systems/floid-cell-imaging-station/floid-software-firmware-updates.html,P2,Software & Firmware Updates ›
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,runs,https://www.thermofisher.com/content/lifetech/europe-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,has_driver,https://www.thermofisher.com/th/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,P2,SILAC Metabolic Labeling Systems ›
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,runs,https://www.thermofisher.com/th/en/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/pierce-protein-methods/overview-mass-spectrometry.html,P3,Overview of Mass Spectrometry for Protein Analysis
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,runs,https://www.thermofisher.com/th/en/home/life-science/protein-biology/protein-biology-learning-center/protein-biology-resource-library/pierce-protein-methods/quantitative-proteomics.html,P3,Quantitative Proteomics
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,runs,https://www.thermofisher.com/th/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/workflow-protein-mass-spectrometry.html,P3,Workflow for Protein Mass Spectrometry
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,uses,https://www.thermofisher.com/order/catalog/product/A33969,P5,"SILAC Protein Quantitation Kit (LysC), DMEM"
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,uses,https://www.thermofisher.com/order/catalog/product/A33970,P5,"SILAC Protein Quantitation Kit (LysC), DMEM:F-12"
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,uses,https://www.thermofisher.com/order/catalog/product/A33971,P5,"SILAC Protein Quantitation Kit (LysC), RPMI 1640"
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,uses,https://www.thermofisher.com/order/catalog/product/A33972,P5,"SILAC Protein Quantitation Kit (Trypsin), DMEM"
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,uses,https://www.thermofisher.com/order/catalog/product/A33973,P5,"SILAC Protein Quantitation Kit (Trypsin), RPMI 1640"
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,has_driver,https://www.thermofisher.com/th/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems/_jcr_content/MainParsys/textimage_c1b9/backgroundimg.img.png/1773676757867.png,P2,#cq-textimage-jsp-b52e9954-42be-4fea-9a07-41c0ff986772MainParsystextimage_c1b9 { max-width: 100%; } #cq-textimage-jsp-b52e9954-42be-4fea-9a07-41c0ff986772MainPa
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,runs,https://pubmed.ncbi.nlm.nih.gov/36370266/,P3,"7. Dörrbaum A.R., Schuman E.M., Langer J.D. Dynamic SILAC to Determine Protein Turnover in Neurons and Glia. Methods Mol Biol, 2023. 2603:1–17."
https://www.thermofisher.com/us/en/home/life-science/protein-biology/protein-mass-spectrometry-analysis/protein-quantitation-mass-spectrometry/silac-metabolic-labeling-systems.html,runs,https://pubmed.ncbi.nlm.nih.gov/31685960/,P3,"Alevra M., Mandad, S., Ischebeck, T., et al. A mass spectrometry workflow for measuring protein turnover rates in vivo. Nat. Protoc, 2019. 14(12), 3333–3365."
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,runs,https://www.thermofisher.com/content/lifetech/latin-america/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/applied-biosystems-8200-cellular-detection-system.html,P2,Applied Biosystems 8200 Cellular Detection System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/rotea-counterflow-centrifugation-system.html,P2,Gibco CTS Rotea Counterflow Centrifugation System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/xenon-electroporation-system.html,P2,Gibco CTS Xenon Electroporation System Software Download
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/dynacellect-magnetic-separation-system.html,P2,Gibco CTS DynaCellect Magnetic Separation System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/cellmation-software.html#full,P2,"CTS Cellmation Software for DeltaV System, full library"
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/cellmation-software.html#heracell,P2,CTS Cellmation Software for DeltaV System—HeraCell VIOS CR CO2 incubator module
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/cellmation-software.html#cryomed,P2,CTS Cellmation Software for DeltaV System—CryoMed CRF with OPC UA module
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/evos-fl-auto2-imaging-system-software-download.html,P2,EVOS FL Auto 2
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/evos-fl-auto.html,P2,EVOS FL Auto
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/evos-fl-cell-imaging-system.html,P2,EVOS FL
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/evos-xl-core-cell-imaging-system.html,P2,EVOS XL Core
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/evos-xl-cell-imaging-system.html,P2,EVOS XL
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/life-science/cell-analysis/cellular-imaging/cell-imaging-systems/floid-cell-imaging-station/floid-software-firmware-updates.html,P2,EVOS FLoid
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/evos-gen-1-instrument.html,P2,EVOS Gen 1 instrument
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/westover-fisher-scientific-private-labeled-microscopes.html,P2,Westover Scientific and Fisher Scientific microscopes
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/quantstudio-absolute-q-digital-pcr-system.html,P2,QuantStudio Absolute Q Digital PCR Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/abi-prism-6100-nucleic-acid-prepstation.html,P2,ABI PRISM 6100 Nucleic Acid PrepStation
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/kingfisher-apex-bindix-software.html,P2,Thermo Scientific KingFisher Apex
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/kingfisher-plasmidpro-software.html,P2,ThermoFisher Scientific kingFisher PlasmidPro
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/3500-Series-Genetic-Analyzers-for-Human-Identification.html,P2,3500 Series Genetic Analyzers for Human Identification
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/5500-Series-Genetic-Analyzers.html,P2,5500 Series Genetic Analyzers
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/bigdye-direct-cycle-sequencing-kit.html,P2,BigDye Direct Cycle Sequencing Kit
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/bigdye-xterminator-purification-kit.html,P2,BigDye XTerminator Purification Kit
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/converge-software.html,P2,Converge Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/genemapper-id-software.html,P2,GeneMapper ID Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/genemapper-id-x-software.html,P2,GeneMapper ID-X Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/lifescope-genomic-analysis-software.html,P2,LifeScope Genomic Analysis Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/microseq-identification-systems.html,P2,MicroSeq Identification Systems
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/mutation-analysis-reagent.html,P2,Mutation Analysis Reagent
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,SNPlex Genotyping System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/solid-software.html,P2,SOLiD Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/xsq-software.html,P2,XSQ Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/neon-nxt-firmware-download.html,P2,Invitrogen Neon NxT Electroporation System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/global/forms/attune-nxt-software-download-registration.html,P2,Attune Cytometric Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/ampflstr-identifiler-plus-pcr-amplification-kit.html,P2,AmpFℓSTR Identifiler Plus PCR Amplification Kit
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/ampflstr-ngm-pc-amplification-kit.html,P2,AmpFℓSTR NGM PCR Amplification Kit
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/rapid-software.html,P2,Applied Biosystems Rapid Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,runs,https://www.thermofisher.com/th/en/home/technical-resources/technical-reference-library/microarray-analysis-support-center.html,P3,Nexus Express Software for OncoScan FFPE Assay Kit
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/axiom-analysis-suite.html,P2,Axiom Analysis Suite 4.0
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/nucleic-acid-gel-electrophoresis.html,P2,E-Gel Power Snap Plus Electrophoresis System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/multiskan-skyhigh-instrument-software.html,P2,Multiskan SkyHigh
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/global/forms/life-science/skanit-software-download-request.html,P2,SkanIt PC software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/thermal-cycler-fleet-control-software.html,P2,Applied Biosystems Thermal Cycler Fleet Control Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/automated-thermal-cycler-atc-software.html,P2,Automated Thermal Cycler
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/miniamp-firmware.html,P2,MiniAmp Thermal Cyclers
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/powerflex-thermal-cycler-firmware.html,P2,PowerFlex Thermal Cycler
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/proflex-pcr-system.html,P2,ProFlex PCR System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/simpliAmp-thermal-cycler.html,P2,SimpliAmp Thermal Cycler
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/veriti-therma-cycler.html,P2,Veriti and VeritiPro Thermal Cyclers
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/ibright-western-imager.html,P2,iBright Western Imaging System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/iblot-2-gel-transfer-device.html,P2,iBlot 2 Gel Transfer Device
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/StepOne-and-StepOnePlus-Real-Time-PCR-System.html,P2,StepOne and StepOnePlus Real-Time PCR System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/applied-biosystems-7500-real-time-pcr-system.html,P2,Applied Biosystems 7500 Real-Time PCR System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/applied-biosystems-7500-fast-real-time-pcr-system.html,P2,Applied Biosystems 7500 Fast Real-Time PCR System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/applied-biosystems-7500-real-time-pcr-system-for-human-identification.html,P2,Applied Biosystems 7500 Real-Time PCR System for Human Identification
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/copycaller-software.html,P2,CopyCaller Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/expressionsuite-software.html,P2,Expression Suite Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/primer-express-software-download.html,P2,Primer Express Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/protein-thermal-shift-software.html,P2,Protein Thermal Shift Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/quantstudio-1-real-time-pcr-system.html,P2,QuantStudio 1 Real-Time PCR System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/quantstudio-3-5-real-time-pcr-systems.html,P2,QuantStudio 3 & 5 real-time PCR systems
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/quantstudio-6-7-pro-real-time-pcr-system.html,P2,QuantStudio 6 and 7 Pro real-time PCR systems
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/quantstudio-12k-flex-real-time-pcr-system.html,P2,QuantStudio 12K Flex Real-Time PCR System
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/molecular-microbiology-software-downloads.html#RFA-software-links,P2,RapidFinder Analysis Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/molecular-microbiology-software-downloads.html#RFE-software-links,P2,RapidFinder Express Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/taqman-genotyper-software.html,P2,TaqMan Genotyper Software
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ab-secondary-data-analysis-modules/applied-biosystems-analysis-modules-for-qpcr.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ab-secondary-data-analysis-modules/applied-biosystems-analysis-modules-for-qpcr.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/ab-secondary-data-analysis-modules/applied-biosystems-analysis-modules-for-qpcr.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads/ab-secondary-data-analysis-modules.html,P2,Applied Biosystems® qPCR Analysis Modules
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-8200-cellular-detection-system.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-8200-cellular-detection-system.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-6100-nucleic-acid-prepstation.html,runs,https://www.thermofisher.com/content/lifetech/ipac-other/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-6100-nucleic-acid-prepstation.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-3700-genetic-analyzer.html,runs,https://www.thermofisher.com/content/lifetech/latin-america/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/abi-prism-3700-genetic-analyzer.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-3730-dna-analyzer.html,runs,https://www.thermofisher.com/content/lifetech/latin-america/en/home/life-science/pcr/real-time-pcr/real-time-pcr-assays.html,P3,TaqMan Real-Time PCR Assays
https://www.thermofisher.com/us/en/home/technical-resources/software-downloads/applied-biosystems-3730-dna-analyzer.html,has_driver,https://www.thermofisher.com/th/en/home/technical-resources/software-downloads.html,P2,Software Downloads
